PM2.5,PM10,NO2,CO,O3,AQI,Temperature,Humidity,WindSpeed,SolarRadiation,Pressure
20.5,38.9,19.6,0.248,29.0,106.0,28.5,71,21.0,138.0,1005.3
20.6,37.4,22.4,0.28,21.0,106.0,28.0,74,18.7,11.0,1005.9
19.8,35.7,24.4,0.309,13.0,106.0,27.5,77,17.6,0.0,1006.6
20.3,36.7,23.2,0.311,13.0,104.0,26.9,81,17.8,0.0,1007.2
21.1,37.8,20.8,0.302,15.0,104.0,26.7,82,18.6,0.0,1007.5
20.1,37.0,17.0,0.275,20.0,104.0,26.6,82,18.8,0.0,1007.0
19.4,36.7,13.9,0.237,23.0,104.0,26.4,84,19.9,0.0,1006.3
18.4,35.0,10.5,0.187,27.0,104.0,26.4,84,20.9,0.0,1005.9
17.2,32.8,6.8,0.135,32.0,102.0,26.2,85,20.2,0.0,1005.2
16.0,30.9,4.8,0.116,35.0,102.0,26.1,84,20.9,0.0,1004.5
16.6,31.3,3.2,0.107,37.0,100.0,26.0,85,19.6,0.0,1004.7
15.3,28.8,3.0,0.114,37.0,100.0,25.9,86,19.4,0.0,1005.1
16.8,30.9,6.3,0.145,34.0,98.0,25.7,87,19.1,0.0,1005.7
17.8,32.1,10.9,0.189,29.0,98.0,26.1,86,19.9,63.0,1006.4
18.3,33.8,15.1,0.233,26.0,96.0,26.8,82,20.6,254.0,1007.2
20.3,37.6,14.6,0.238,29.0,94.0,27.6,79,21.2,472.0,1007.6
21.5,40.2,12.3,0.23,35.0,94.0,28.4,75,21.7,671.0,1007.4
23.4,44.2,10.0,0.219,45.0,92.0,29.2,71,22.0,814.0,1007.1
27.2,50.4,10.1,0.219,54.0,90.0,29.3,71,22.4,900.0,1006.5
26.8,50.1,10.8,0.22,65.0,88.0,29.4,71,21.4,904.0,1005.9
27.5,50.3,12.4,0.222,71.0,88.0,29.6,69,20.9,821.0,1005.7
26.2,47.6,14.1,0.22,64.0,86.0,29.4,69,20.4,718.0,1005.5
23.1,42.5,16.2,0.217,51.0,86.0,29.3,69,17.9,533.0,1005.4
21.5,38.9,23.0,0.255,26.0,86.0,28.8,70,17.7,346.0,1005.6
19.7,35.4,24.3,0.272,23.0,86.0,28.0,74,17.4,134.0,1006.1
18.3,33.1,26.1,0.297,18.0,84.0,27.4,77,14.6,11.0,1006.7
18.7,33.4,26.9,0.315,14.0,84.0,27.3,78,13.2,0.0,1007.2
18.8,34.0,25.2,0.308,16.0,84.0,27.1,79,12.3,0.0,1007.6
17.5,32.5,22.2,0.291,20.0,84.0,27.0,80,12.6,0.0,1007.5
17.8,32.6,17.9,0.257,26.0,82.0,26.8,81,13.6,0.0,1007.1
16.6,31.1,14.7,0.22,29.0,82.0,26.6,82,14.5,0.0,1006.4
16.1,30.9,11.4,0.176,31.0,80.0,26.4,83,16.1,0.0,1005.9
15.3,29.7,7.6,0.129,33.0,80.0,26.3,84,14.5,0.0,1005.4
15.2,29.3,5.4,0.11,34.0,80.0,26.2,84,13.6,0.0,1005.3
14.3,27.5,3.8,0.101,35.0,80.0,26.2,84,13.0,0.0,1005.5
12.7,22.8,4.0,0.109,34.0,78.0,26.2,83,12.3,0.0,1006.3
12.1,22.1,7.7,0.152,30.0,78.0,26.3,83,11.5,0.0,1006.7
12.9,23.5,13.0,0.213,25.0,78.0,26.8,81,11.6,61.0,1007.1
15.9,28.8,18.0,0.276,23.0,76.0,27.8,74,14.6,256.0,1007.6
17.2,30.5,18.2,0.29,28.0,76.0,28.8,68,14.2,476.0,1007.9
18.6,32.8,16.6,0.288,36.0,76.0,29.6,65,14.8,676.0,1007.8
22.0,38.4,14.6,0.281,51.0,76.0,30.2,63,17.6,820.0,1007.1
21.6,38.3,14.1,0.279,67.0,76.0,30.5,62,19.7,822.0,1006.5
28.0,48.0,13.6,0.275,86.0,74.0,30.6,62,20.7,774.0,1005.7
28.3,48.7,14.0,0.268,99.0,80.0,30.8,61,22.2,787.0,1005.1
25.0,44.1,15.4,0.26,88.0,74.0,30.8,61,22.0,714.0,1004.7
21.4,38.2,17.6,0.25,67.0,74.0,30.7,61,21.7,554.0,1004.4
17.1,31.8,17.9,0.217,38.0,74.0,29.8,64,22.6,333.0,1004.4
16.9,31.0,19.5,0.235,32.0,74.0,29.1,68,21.3,111.0,1005.0
17.1,31.1,21.7,0.261,24.0,74.0,28.6,71,20.5,10.0,1005.6
16.7,31.5,23.3,0.284,16.0,72.0,28.3,72,20.1,0.0,1006.0
17.8,32.5,22.4,0.285,16.0,72.0,28.2,73,19.7,0.0,1006.3
17.4,32.1,20.4,0.277,18.0,72.0,28.1,74,20.3,0.0,1006.2
17.3,32.1,17.2,0.254,22.0,72.0,27.8,76,20.1,0.0,1005.7
16.5,31.2,14.6,0.222,25.0,72.0,27.6,77,19.7,0.0,1005.0
16.2,31.0,11.7,0.181,28.0,72.0,27.6,76,18.1,0.0,1004.6
16.4,31.4,8.4,0.136,31.0,72.0,27.5,75,17.3,0.0,1004.3
16.8,32.4,6.4,0.117,33.0,72.0,27.5,75,18.0,0.0,1004.0
16.0,31.2,4.9,0.105,34.0,72.0,27.2,78,20.3,0.0,1004.3
16.8,32.2,3.5,0.11,35.0,72.0,27.1,77,20.3,0.0,1004.8
16.6,32.1,6.7,0.143,32.0,74.0,27.0,78,21.9,0.0,1005.4
17.4,33.2,11.1,0.191,27.0,74.0,27.3,75,21.3,38.0,1005.8
18.5,34.8,15.5,0.242,25.0,76.0,28.1,69,22.2,207.0,1006.4
18.0,34.2,16.1,0.26,29.0,76.0,28.7,66,22.0,343.0,1006.8
21.4,39.3,15.4,0.267,35.0,76.0,28.7,66,21.5,278.0,1006.7
24.6,45.3,14.0,0.266,47.0,76.0,28.9,65,21.3,324.0,1006.5
26.7,48.1,12.4,0.252,61.0,76.0,29.0,65,21.7,319.0,1005.9
27.6,49.4,10.3,0.228,77.0,78.0,29.1,65,21.1,339.0,1005.3
26.8,48.4,9.5,0.208,87.0,78.0,29.2,65,21.6,352.0,1004.7
25.8,47.3,12.1,0.213,77.0,78.0,29.1,66,21.3,309.0,1004.4
23.2,42.6,16.4,0.227,58.0,78.0,28.8,69,21.3,237.0,1004.1
19.5,37.5,18.2,0.216,39.0,78.0,28.6,71,19.1,122.0,1004.1
18.0,34.7,19.2,0.235,32.0,78.0,28.2,74,20.0,58.0,1004.3
17.5,32.7,20.5,0.262,22.0,78.0,27.8,77,18.7,8.0,1004.8
17.8,32.4,21.1,0.284,13.0,78.0,27.6,78,18.6,0.0,1004.9
18.1,32.5,20.0,0.279,13.0,78.0,27.5,81,19.1,0.0,1005.1
17.9,31.9,18.0,0.263,16.0,78.0,27.4,81,19.1,0.0,1005.3
16.9,30.4,15.1,0.232,21.0,78.0,27.2,83,19.1,0.0,1004.7
16.1,29.6,12.9,0.2,24.0,78.0,27.2,82,19.7,0.0,1003.7
15.3,28.8,10.6,0.161,28.0,78.0,27.2,81,20.6,0.0,1003.2
15.1,28.6,7.7,0.12,32.0,78.0,27.2,81,20.6,0.0,1002.8
14.9,28.6,5.5,0.103,35.0,78.0,27.0,82,20.8,0.0,1002.4
14.6,28.2,3.3,0.094,37.0,78.0,27.1,81,19.5,0.0,1002.6
15.3,31.3,3.0,0.112,39.0,78.0,27.1,80,18.9,0.0,1003.0
15.6,32.6,6.6,0.147,35.0,78.0,27.1,80,18.8,0.0,1003.5
17.1,34.3,11.6,0.196,30.0,78.0,27.3,79,19.5,19.0,1004.2
18.3,36.6,16.2,0.247,27.0,78.0,27.6,76,21.4,66.0,1005.0
21.0,40.3,16.0,0.258,32.0,78.0,28.3,72,23.4,260.0,1005.4
23.4,44.6,14.1,0.255,41.0,78.0,28.8,69,25.2,311.0,1005.5
24.7,47.0,11.9,0.244,50.0,78.0,28.9,70,28.1,539.0,1005.1
26.5,49.5,11.6,0.232,51.0,78.0,29.5,68,28.4,615.0,1004.5
26.8,49.9,11.9,0.216,49.0,78.0,29.8,67,27.8,670.0,1003.7
25.3,47.0,12.9,0.2,45.0,78.0,30.1,65,27.0,654.0,1003.3
24.4,45.6,13.9,0.197,40.0,78.0,29.8,65,25.6,444.0,1003.0
22.8,43.4,15.2,0.198,35.0,78.0,29.6,66,26.3,386.0,1002.8
20.5,38.6,21.1,0.244,22.0,78.0,28.9,70,24.6,207.0,1002.9
21.0,39.8,20.2,0.24,22.0,78.0,28.3,74,23.4,92.0,1003.4
19.3,37.5,18.8,0.235,21.0,78.0,27.6,79,20.9,8.0,1003.9
19.2,37.6,17.0,0.226,21.0,78.0,27.5,81,21.0,0.0,1004.0
19.4,38.5,16.2,0.22,22.0,78.0,27.1,83,24.3,0.0,1004.3
19.2,38.1,15.6,0.213,25.0,78.0,27.0,83,24.5,0.0,1004.6
19.0,38.1,13.9,0.197,28.0,78.0,26.8,84,23.1,0.0,1004.2
19.0,39.2,11.4,0.173,31.0,80.0,26.8,84,22.7,0.0,1003.7
17.8,37.6,8.1,0.144,35.0,80.0,26.5,85,21.8,0.0,1003.3
17.8,37.4,4.6,0.114,39.0,80.0,26.8,84,22.0,0.0,1002.5
17.0,35.7,3.2,0.104,40.0,80.0,26.7,85,22.1,0.0,1002.2
17.2,35.9,2.5,0.102,40.0,82.0,26.5,86,21.5,0.0,1002.2
18.4,38.0,2.8,0.112,39.0,82.0,26.7,85,19.8,0.0,1002.2
19.3,39.1,6.2,0.15,35.0,84.0,26.8,83,20.9,0.0,1002.6
19.3,38.3,11.1,0.204,29.0,84.0,27.2,81,23.6,34.0,1003.1
19.7,38.9,15.8,0.258,26.0,86.0,27.5,80,23.4,115.0,1003.7
21.7,42.5,15.8,0.264,29.0,86.0,28.0,78,24.4,209.0,1004.1
23.9,45.5,14.1,0.253,35.0,86.0,29.4,70,28.1,544.0,1004.4
23.6,45.6,12.1,0.24,47.0,86.0,29.5,69,30.0,523.0,1004.4
28.6,53.2,11.4,0.24,63.0,86.0,29.7,67,29.5,622.0,1004.0
30.2,56.7,10.9,0.243,82.0,86.0,29.9,66,28.4,637.0,1003.7
31.0,58.1,11.9,0.25,95.0,88.0,29.5,68,27.3,508.0,1003.5
28.1,54.1,15.1,0.258,84.0,90.0,29.2,69,24.9,354.0,1003.4
25.3,49.2,19.8,0.268,63.0,92.0,29.6,67,26.8,470.0,1003.3
23.3,45.5,21.2,0.253,35.0,92.0,29.2,68,24.7,253.0,1003.5
22.3,43.2,23.0,0.272,30.0,92.0,28.6,71,22.5,117.0,1004.1
22.2,43.0,25.4,0.299,23.0,94.0,28.0,74,19.9,9.0,1004.8
21.8,43.0,26.8,0.317,18.0,94.0,27.8,75,20.0,0.0,1005.3
21.5,41.8,25.0,0.304,20.0,96.0,27.6,76,19.2,0.0,1006.0
20.5,39.7,21.9,0.277,25.0,96.0,27.4,77,17.8,0.0,1006.5
18.7,36.4,17.2,0.237,31.0,96.0,26.9,79,19.1,0.0,1006.5
17.2,33.3,14.0,0.208,34.0,96.0,27.0,79,19.7,0.0,1006.3
18.3,35.4,10.6,0.178,38.0,96.0,26.7,80,18.9,0.0,1005.8
19.2,37.0,7.0,0.147,41.0,96.0,26.7,80,19.2,0.0,1005.5
19.0,36.9,5.0,0.133,43.0,96.0,26.6,80,17.7,0.0,1005.2
18.5,35.7,3.6,0.126,45.0,96.0,26.5,81,17.2,0.0,1005.5
18.4,35.9,3.3,0.127,43.0,98.0,26.5,80,14.8,0.0,1005.9
18.9,36.2,7.6,0.164,39.0,98.0,26.4,80,14.0,0.0,1006.2
20.0,37.6,13.6,0.217,33.0,98.0,27.0,77,15.3,62.0,1006.9
21.1,39.5,19.4,0.274,30.0,98.0,28.0,71,18.1,251.0,1007.6
22.3,41.4,19.7,0.294,33.0,98.0,28.7,68,18.6,421.0,1007.8
24.4,45.3,18.0,0.303,39.0,98.0,29.3,65,19.1,598.0,1008.1
26.9,49.6,15.4,0.301,50.0,98.0,30.0,62,20.4,746.0,1007.9
27.9,51.3,13.4,0.282,62.0,100.0,30.0,62,21.4,665.0,1007.6
28.2,51.8,11.2,0.251,75.0,100.0,30.0,61,21.2,592.0,1006.9
26.3,49.2,10.4,0.225,84.0,98.0,29.6,63,20.1,415.0,1006.3
28.0,51.3,12.9,0.232,77.0,96.0,29.9,61,20.5,491.0,1005.8
24.4,45.3,17.2,0.251,62.0,96.0,29.9,61,18.3,510.0,1005.6
21.9,41.6,23.4,0.275,40.0,96.0,29.5,62,18.0,304.0,1005.7
20.0,37.7,25.5,0.297,33.0,96.0,28.8,66,16.2,111.0,1006.5
19.0,35.9,28.6,0.329,23.0,96.0,28.3,69,13.6,8.0,1007.1
19.8,37.0,30.7,0.356,14.0,94.0,28.1,70,12.5,0.0,1007.5
18.3,34.2,29.0,0.354,14.0,94.0,27.9,71,12.1,0.0,1007.9
18.1,33.8,25.5,0.339,18.0,92.0,27.7,72,12.1,0.0,1007.9
19.1,34.9,20.6,0.309,23.0,92.0,27.4,74,12.0,0.0,1007.6
18.3,33.9,17.2,0.275,26.0,92.0,27.1,76,12.5,0.0,1007.0
17.6,32.8,13.8,0.232,30.0,92.0,26.7,78,12.3,0.0,1006.7
17.3,32.4,10.3,0.188,34.0,92.0,26.6,79,12.7,0.0,1006.1
17.4,32.7,8.9,0.172,36.0,92.0,26.4,80,11.1,0.0,1005.8
16.8,31.8,8.2,0.165,36.0,90.0,26.2,82,9.6,0.0,1005.9
16.9,32.7,6.1,0.156,40.0,90.0,26.1,83,9.2,0.0,1006.2
16.9,32.6,8.6,0.183,37.0,90.0,26.1,82,10.9,0.0,1006.8
17.2,33.1,12.2,0.222,34.0,88.0,26.6,81,12.1,62.0,1007.3
17.3,33.8,16.2,0.27,33.0,88.0,27.3,77,14.2,254.0,1008.0
18.0,34.9,17.9,0.3,37.0,86.0,28.1,73,13.9,469.0,1008.1
21.0,39.0,18.9,0.326,43.0,86.0,28.9,70,13.0,666.0,1007.9
25.3,45.8,19.0,0.345,57.0,84.0,29.7,65,16.4,807.0,1007.6
31.4,55.6,17.2,0.336,77.0,84.0,30.0,64,18.6,855.0,1006.9
32.6,57.4,14.6,0.314,101.0,84.0,29.9,64,18.0,773.0,1006.2
31.8,56.2,12.7,0.287,119.0,106.0,30.3,61,18.7,772.0,1005.7
27.8,49.6,14.2,0.273,108.0,90.0,30.3,60,18.5,670.0,1005.3
22.9,41.8,17.1,0.261,85.0,88.0,29.8,61,17.1,451.0,1005.2
22.5,40.7,25.5,0.292,47.0,88.0,29.4,62,16.0,283.0,1005.3
19.7,35.7,28.6,0.322,37.0,88.0,28.8,65,14.3,102.0,1005.8
19.4,34.6,33.2,0.365,22.0,88.0,28.4,67,12.6,8.0,1006.4
18.9,33.5,37.0,0.414,8.0,88.0,28.1,69,10.6,0.0,1006.8
19.3,33.5,36.5,0.44,5.0,88.0,27.9,70,9.7,0.0,1007.2
18.8,32.6,34.2,0.46,7.0,88.0,27.8,70,7.7,0.0,1007.2
18.6,32.2,29.9,0.457,11.0,88.0,27.6,71,8.2,0.0,1007.0
17.1,30.0,25.6,0.415,15.0,88.0,27.2,74,8.2,0.0,1006.6
16.8,29.6,20.5,0.35,21.0,88.0,27.0,74,9.4,0.0,1006.4
16.1,28.8,14.8,0.274,27.0,88.0,26.7,76,9.1,0.0,1006.0
14.6,26.8,11.7,0.238,31.0,86.0,26.4,78,9.2,0.0,1005.6
14.3,26.7,9.4,0.21,33.0,86.0,26.0,80,9.6,0.0,1005.7
15.2,29.0,8.8,0.177,36.0,86.0,25.8,80,9.8,0.0,1006.1
14.6,28.8,13.2,0.227,31.0,84.0,25.6,81,9.7,0.0,1006.6
15.6,30.4,19.7,0.298,25.0,84.0,25.9,79,9.4,62.0,1007.3
18.7,35.0,26.1,0.378,23.0,84.0,26.9,73,9.2,259.0,1008.0
20.7,38.8,27.5,0.41,29.0,84.0,28.0,67,10.2,481.0,1008.2
24.4,44.8,27.0,0.429,40.0,84.0,29.0,63,10.2,679.0,1008.0
28.3,51.7,25.0,0.434,61.0,86.0,30.1,59,11.8,828.0,1007.6
31.5,57.3,22.0,0.418,87.0,86.0,31.0,55,13.2,906.0,1007.0
35.9,64.3,17.9,0.387,119.0,106.0,31.4,53,14.6,875.0,1005.9
36.2,64.0,14.8,0.35,144.0,126.0,31.2,54,14.9,686.0,1005.4
32.5,57.9,16.3,0.332,136.0,122.0,31.2,53,15.4,598.0,1005.0
28.8,52.0,19.8,0.318,113.0,98.0,30.8,54,15.0,451.0,1005.0
23.9,44.0,24.4,0.317,81.0,92.0,30.5,55,12.7,276.0,1005.3
20.3,37.8,26.9,0.338,66.0,94.0,29.8,59,11.2,103.0,1005.8
19.3,36.0,30.5,0.369,44.0,94.0,29.3,62,10.8,7.0,1006.3
20.2,37.3,34.8,0.429,20.0,94.0,29.0,64,9.4,0.0,1006.8
23.1,41.6,37.4,0.506,13.0,94.0,28.8,65,8.8,0.0,1007.5
25.7,45.6,39.7,0.6,10.0,96.0,28.6,65,7.7,0.0,1008.0
26.4,46.7,40.2,0.676,10.0,98.0,28.3,67,8.7,0.0,1007.5
27.0,47.5,37.2,0.658,12.0,100.0,28.0,68,8.7,0.0,1007.0
26.8,47.4,32.3,0.6,17.0,104.0,27.8,69,8.8,0.0,1006.6
27.0,48.1,26.1,0.523,23.0,106.0,27.5,71,8.2,0.0,1006.0
26.8,48.0,22.5,0.487,27.0,110.0,27.3,72,7.1,0.0,1005.8
26.5,47.7,19.4,0.455,30.0,114.0,27.1,73,7.3,0.0,1005.8
21.7,40.9,12.7,0.318,37.0,118.0,26.9,75,7.0,0.0,1006.2
20.1,38.9,16.1,0.333,33.0,120.0,26.9,75,5.4,0.0,1006.7
20.0,38.9,21.0,0.355,28.0,120.0,27.1,73,4.7,57.0,1007.5
20.0,39.1,25.9,0.382,28.0,120.0,28.0,68,5.0,246.0,1008.1
22.1,42.5,26.5,0.399,35.0,120.0,29.2,61,6.6,484.0,1008.4
25.4,48.2,25.8,0.416,47.0,120.0,30.1,56,7.0,608.0,1008.2
29.2,54.8,23.7,0.425,70.0,122.0,31.1,52,10.8,787.0,1007.6
35.5,65.0,20.9,0.418,99.0,122.0,31.8,49,13.7,912.0,1007.1
40.0,72.2,17.3,0.402,134.0,122.0,32.0,47,15.9,917.0,1006.1
39.1,70.1,14.2,0.372,158.0,130.0,32.3,46,17.1,871.0,1005.4
31.9,58.1,15.0,0.338,142.0,124.0,32.1,46,18.6,747.0,1004.8
24.7,46.0,17.2,0.297,108.0,122.0,31.6,49,17.6,563.0,1004.9
21.2,41.3,21.2,0.267,59.0,122.0,30.9,52,16.1,342.0,1005.3
19.1,37.6,22.4,0.283,49.0,122.0,30.3,54,13.8,124.0,1005.7
18.1,36.1,24.0,0.307,34.0,122.0,29.7,56,13.1,7.0,1006.1
18.6,36.9,25.6,0.341,19.0,122.0,29.5,57,9.3,0.0,1006.8
19.3,38.1,25.8,0.372,16.0,122.0,29.3,58,8.2,0.0,1007.7
20.4,39.8,25.5,0.406,17.0,120.0,29.1,59,7.0,0.0,1008.2
22.1,42.4,24.0,0.433,20.0,120.0,28.7,61,7.0,0.0,1008.1
21.9,42.0,21.9,0.425,23.0,120.0,28.5,62,6.3,0.0,1007.7
21.9,41.6,19.0,0.402,26.0,120.0,28.2,63,6.6,0.0,1007.3
21.5,40.9,15.6,0.37,31.0,118.0,27.9,64,6.6,0.0,1006.6
21.4,40.3,13.2,0.35,34.0,116.0,27.7,64,4.6,0.0,1006.3
21.2,39.8,11.1,0.33,37.0,114.0,27.6,65,4.2,0.0,1006.2
18.7,36.8,10.4,0.265,38.0,112.0,27.4,67,4.5,0.0,1006.5
18.3,36.6,13.5,0.276,35.0,112.0,27.1,69,4.4,0.0,1006.8
18.7,37.5,18.0,0.293,30.0,110.0,27.3,69,4.7,62.0,1007.4
19.0,38.0,23.0,0.326,29.0,110.0,28.1,65,6.2,262.0,1008.0
22.0,42.3,25.4,0.371,35.0,110.0,29.1,61,7.3,484.0,1008.1
24.6,46.3,27.1,0.427,44.0,110.0,30.0,56,8.0,648.0,1007.9
31.1,56.8,27.2,0.471,64.0,110.0,30.9,52,9.5,816.0,1007.6
37.5,66.6,24.2,0.459,91.0,110.0,31.3,50,13.5,800.0,1006.8
43.7,75.7,19.3,0.423,125.0,114.0,30.9,51,14.0,586.0,1005.9
41.3,71.7,15.0,0.372,150.0,128.0,31.6,48,13.0,678.0,1005.2
35.6,62.4,15.8,0.341,138.0,122.0,31.8,47,16.2,692.0,1004.7
29.6,52.5,18.6,0.309,109.0,114.0,31.3,48,16.7,488.0,1004.7
25.1,45.4,22.6,0.29,69.0,116.0,30.6,51,15.8,297.0,1004.6
19.9,36.4,23.8,0.303,55.0,116.0,30.0,54,15.3,121.0,1004.9
17.1,31.5,25.4,0.321,35.0,118.0,29.5,56,13.5,6.0,1005.6
17.0,31.0,27.0,0.352,15.0,116.0,29.2,58,11.6,0.0,1006.3
17.5,31.5,27.5,0.385,10.0,116.0,29.1,59,8.9,0.0,1007.3
18.8,33.5,27.6,0.424,10.0,116.0,28.9,60,6.6,0.0,1007.7
20.5,36.1,26.7,0.457,13.0,116.0,28.6,62,5.6,0.0,1007.5
21.4,37.3,24.6,0.452,15.0,114.0,28.4,63,6.4,0.0,1007.0
22.3,38.5,21.7,0.431,19.0,114.0,28.2,63,5.0,0.0,1006.6
22.5,39.1,18.5,0.409,23.0,114.0,27.9,65,4.0,0.0,1006.0
23.7,40.6,17.0,0.404,25.0,114.0,27.7,65,4.1,0.0,1005.8
23.3,40.5,15.8,0.403,25.0,116.0,27.4,67,4.3,0.0,1006.0
24.2,42.0,14.1,0.386,30.0,116.0,27.1,69,4.8,0.0,1006.7
23.2,40.9,17.7,0.391,26.0,118.0,26.9,70,4.7,0.0,1007.3
22.5,39.8,22.8,0.399,21.0,120.0,27.1,70,5.9,62.0,1008.2
19.0,35.0,28.2,0.418,21.0,120.0,28.0,65,4.7,241.0,1009.0
21.7,39.3,30.4,0.448,31.0,120.0,29.1,60,3.6,418.0,1009.4
26.1,46.3,31.5,0.487,46.0,120.0,30.4,55,0.8,593.0,1009.4
32.4,56.3,30.6,0.511,71.0,120.0,31.6,51,4.8,720.0,1009.2
38.6,65.9,26.5,0.488,99.0,120.0,32.1,49,9.5,831.0,1008.6
42.7,72.2,20.4,0.444,133.0,122.0,32.0,50,14.7,718.0,1007.7
40.9,68.9,14.9,0.384,155.0,130.0,31.2,51,14.6,454.0,1007.1
34.6,59.6,15.5,0.345,138.0,122.0,31.4,50,13.5,427.0,1006.4
27.1,48.1,18.5,0.306,104.0,120.0,31.6,50,14.8,403.0,1006.2
23.2,44.1,22.4,0.282,61.0,120.0,30.7,54,15.6,195.0,1006.4
19.4,37.8,25.0,0.312,49.0,120.0,30.1,57,15.2,101.0,1006.8
18.3,35.6,28.8,0.354,31.0,120.0,29.6,59,13.7,6.0,1007.4
19.1,36.6,32.1,0.403,13.0,120.0,29.3,61,11.1,0.0,1008.0
20.4,38.3,32.1,0.427,9.0,120.0,29.1,62,9.2,0.0,1008.5
21.0,39.0,30.8,0.445,11.0,120.0,28.9,63,7.5,0.0,1008.5
20.1,37.8,27.9,0.449,14.0,120.0,28.7,64,5.7,0.0,1008.1
19.5,37.4,24.9,0.427,16.0,120.0,28.5,65,6.0,0.0,1007.6
20.1,38.8,21.1,0.389,20.0,120.0,28.4,66,6.4,0.0,1007.1
20.9,40.0,16.8,0.342,24.0,120.0,28.1,68,6.6,0.0,1006.8
21.8,41.4,14.3,0.317,26.0,120.0,27.8,69,7.6,0.0,1006.5
22.4,42.5,12.4,0.296,28.0,120.0,27.6,70,6.2,0.0,1006.5
20.4,40.0,8.4,0.245,35.0,120.0,27.4,71,6.9,0.0,1007.2
20.5,40.4,10.6,0.255,33.0,118.0,27.3,72,6.6,0.0,1008.0
18.9,38.4,13.7,0.27,30.0,118.0,27.4,72,4.3,50.0,1008.8
17.8,37.4,16.8,0.288,31.0,116.0,28.1,68,5.6,167.0,1009.4
19.0,39.6,17.3,0.301,40.0,116.0,29.3,63,6.3,405.0,1009.8
21.4,43.7,16.9,0.314,54.0,116.0,30.6,57,6.5,618.0,1009.6
25.6,50.2,15.7,0.32,72.0,114.0,31.9,54,9.1,815.0,1008.9
29.3,56.1,14.0,0.308,87.0,112.0,32.5,52,15.3,878.0,1008.1
30.6,57.5,11.9,0.286,103.0,108.0,31.8,55,20.5,679.0,1007.2
28.9,54.2,11.1,0.264,112.0,104.0,31.1,56,19.6,506.0,1006.8
25.8,48.9,13.8,0.258,100.0,100.0,31.0,56,19.3,464.0,1006.3
22.0,42.4,18.3,0.257,77.0,98.0,30.2,59,18.4,215.0,1006.3
18.9,36.6,24.8,0.289,38.0,96.0,30.2,61,17.8,128.0,1006.3
19.2,37.0,29.0,0.33,32.0,94.0,29.9,62,15.4,77.0,1006.6
20.0,37.4,35.0,0.389,23.0,94.0,29.6,64,14.3,5.0,1006.9
20.6,37.3,42.5,0.466,13.0,94.0,29.4,66,11.9,0.0,1007.5
21.9,38.0,47.3,0.519,8.0,96.0,29.3,66,8.7,0.0,1008.1
23.3,39.0,51.8,0.572,5.0,96.0,29.1,67,7.1,0.0,1008.2
24.2,39.8,54.8,0.614,4.0,96.0,28.8,69,6.6,0.0,1007.9
24.7,40.6,53.6,0.608,6.0,98.0,28.6,70,8.1,0.0,1007.3
25.3,41.6,50.2,0.58,10.0,100.0,28.3,72,8.3,0.0,1006.6
26.4,43.3,44.9,0.544,16.0,102.0,28.1,73,7.6,0.0,1006.0
27.1,44.7,40.5,0.532,20.0,102.0,27.9,74,7.2,0.0,1005.4
28.6,47.3,35.7,0.524,23.0,104.0,27.7,75,7.2,0.0,1005.4
24.9,44.1,16.5,0.342,42.0,106.0,27.6,74,6.4,0.0,1005.9
22.1,40.5,18.1,0.343,39.0,108.0,27.4,74,5.1,0.0,1006.4
21.1,38.9,20.5,0.345,34.0,108.0,27.8,72,4.7,56.0,1006.8
20.1,37.8,22.8,0.35,34.0,110.0,28.6,68,4.3,214.0,1007.3
21.0,39.2,23.1,0.36,41.0,110.0,30.1,62,4.7,462.0,1007.5
23.4,42.8,22.8,0.374,52.0,110.0,31.5,57,5.4,640.0,1007.3
27.4,49.1,21.4,0.38,70.0,112.0,33.1,53,7.1,823.0,1006.9
33.5,58.6,18.8,0.365,89.0,112.0,33.8,52,11.8,902.0,1005.9
36.0,62.4,15.3,0.34,112.0,114.0,33.8,53,19.7,848.0,1004.8
33.4,58.7,13.1,0.312,128.0,118.0,32.5,59,23.8,646.0,1003.9
29.4,52.6,15.0,0.3,118.0,116.0,31.0,65,24.4,292.0,1003.6
25.6,46.7,18.9,0.292,95.0,118.0,30.3,68,22.4,140.0,1003.9
24.8,44.8,26.8,0.317,49.0,120.0,30.9,66,20.5,52.0,1004.0
22.6,40.2,28.2,0.339,48.0,120.0,30.3,68,19.6,106.0,1004.6
22.7,39.5,30.2,0.371,46.0,120.0,30.0,69,18.1,5.0,1005.3
24.2,41.6,34.8,0.423,42.0,120.0,29.9,70,14.1,0.0,1005.8
25.8,43.4,41.2,0.474,38.0,120.0,29.7,70,10.2,0.0,1006.7
28.9,46.7,49.1,0.533,32.0,122.0,29.5,70,7.9,0.0,1006.7
31.5,49.9,56.2,0.588,28.0,122.0,29.0,71,8.9,0.0,1006.0
34.2,53.6,56.3,0.597,28.0,122.0,28.7,73,6.9,0.0,1006.1
36.7,57.0,53.6,0.588,29.0,122.0,28.6,73,5.5,0.0,1005.7
37.4,58.4,47.8,0.561,34.0,124.0,28.5,73,3.6,0.0,1004.8
37.5,59.0,40.8,0.523,41.0,124.0,28.4,74,2.6,0.0,1004.8
37.3,58.4,32.0,0.472,50.0,124.0,27.5,79,11.2,0.0,1004.8
29.7,47.8,16.2,0.327,66.0,126.0,25.9,86,9.2,0.0,1006.1
